,date,product_detail,product_category,product_type,revenue
8608,2023-05-11,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,127.5
8609,2023-05-11,Civet Cat,Coffee beans,Premium Beans,45.0
8610,2023-05-11,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
8611,2023-05-11,English Breakfast Rg,Tea,Brewed Black tea,70.0
8612,2023-05-11,Serenity Green Tea,Loose Tea,Green tea,18.5
8613,2023-05-11,I Need My Bean! Latte cup,Branded,Housewares,42.0
8614,2023-05-11,Espresso shot,Coffee,Barista Espresso,90.0
8615,2023-05-11,Brazilian - Organic,Coffee beans,Organic Beans,54.0
8616,2023-05-11,Ethiopia Sm,Coffee,Gourmet brewed coffee,77.0
8617,2023-05-12,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
8618,2023-05-12,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,74.4
8619,2023-05-12,Primo Espresso Roast,Coffee beans,Espresso Beans,40.9
8620,2023-05-12,English Breakfast Lg,Tea,Brewed Black tea,90.0
8621,2023-05-12,Ethiopia Lg,Coffee,Gourmet brewed coffee,59.5
8622,2023-05-12,Chocolate Chip Biscotti,Bakery,Biscotti,35.0
8623,2023-05-12,Earl Grey Lg,Tea,Brewed Black tea,78.0
8624,2023-05-12,Our Old Time Diner Blend Lg,Coffee,Drip coffee,87.0
8625,2023-05-12,Serenity Green Tea,Loose Tea,Green tea,27.75
8626,2023-05-12,Croissant,Bakery,Pastry,73.5
8627,2023-05-12,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,66.5
8628,2023-05-12,Lemon Grass Lg,Tea,Brewed herbal tea,90.0
8629,2023-05-12,Chocolate syrup,Flavours,Regular syrup,37.6
8630,2023-05-12,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
8631,2023-05-12,Civet Cat,Coffee beans,Premium Beans,45.0
8632,2023-05-12,Traditional Blend Chai Rg,Tea,Brewed Chai tea,77.5
8633,2023-05-12,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,7.6
8634,2023-05-12,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,56.0
8635,2023-05-12,Jumbo Savory Scone,Bakery,Scone,60.97
8636,2023-05-12,Cappuccino,Coffee,Barista Espresso,86.25
8637,2023-05-12,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,77.5
8638,2023-05-12,Oatmeal Scone,Bakery,Scone,36.0
8639,2023-05-12,Cranberry Scone,Bakery,Scone,56.84
8640,2023-05-12,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
8641,2023-05-12,I Need My Bean! T-shirt,Branded,Clothing,28.0
8642,2023-05-12,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
8643,2023-05-12,Ethiopia,Coffee beans,Gourmet Beans,84.0
8644,2023-05-12,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,71.05
8645,2023-05-12,Ethiopia Rg,Coffee,Gourmet brewed coffee,96.0
8646,2023-05-12,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,101.25
8647,2023-05-12,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,58.9
8648,2023-05-12,Brazilian Sm,Coffee,Organic brewed coffee,61.6
8649,2023-05-12,Brazilian Lg,Coffee,Organic brewed coffee,112.0
8650,2023-05-12,Serenity Green Tea Lg,Tea,Brewed Green tea,78.0
8651,2023-05-12,Serenity Green Tea Rg,Tea,Brewed Green tea,52.5
8652,2023-05-12,Peppermint Lg,Tea,Brewed herbal tea,36.0
8653,2023-05-12,Brazilian Rg,Coffee,Organic brewed coffee,117.0
8654,2023-05-12,English Breakfast Rg,Tea,Brewed Black tea,102.5
8655,2023-05-12,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,29.6
8656,2023-05-12,Chocolate Croissant,Bakery,Pastry,116.25
8657,2023-05-12,Traditional Blend Chai Lg,Tea,Brewed Chai tea,54.0
8658,2023-05-12,Lemon Grass Rg,Tea,Brewed herbal tea,95.0
8659,2023-05-12,Cappuccino Lg,Coffee,Barista Espresso,127.5
8660,2023-05-12,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,64.0
8661,2023-05-12,Peppermint Rg,Tea,Brewed herbal tea,57.5
8662,2023-05-12,Jamacian Coffee River,Coffee beans,Premium Beans,59.25
8663,2023-05-12,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,127.5
8664,2023-05-12,Carmel syrup,Flavours,Regular syrup,40.0
8665,2023-05-12,Traditional Blend Chai,Loose Tea,Chai tea,17.9
8666,2023-05-12,Lemon Grass,Loose Tea,Herbal tea,17.9
8667,2023-05-12,Ginger Biscotti,Bakery,Biscotti,48.18
8668,2023-05-12,Peppermint,Loose Tea,Herbal tea,8.95
8669,2023-05-12,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,84.0
8670,2023-05-12,Dark chocolate,Packaged Chocolate,Drinking Chocolate,19.2
8671,2023-05-12,I Need My Bean! Latte cup,Branded,Housewares,14.0
8672,2023-05-12,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,58.65
8673,2023-05-12,Hazelnut syrup,Flavours,Regular syrup,18.4
8674,2023-05-12,Earl Grey,Loose Tea,Black tea,17.9
8675,2023-05-12,Espresso shot,Coffee,Barista Espresso,90.0
8676,2023-05-12,Earl Grey Rg,Tea,Brewed Black tea,112.5
8677,2023-05-12,English Breakfast,Loose Tea,Black tea,17.9
8678,2023-05-12,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,51.0
8679,2023-05-12,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,180.0
8680,2023-05-12,Hazelnut Biscotti,Bakery,Biscotti,48.75
8681,2023-05-12,Our Old Time Diner Blend Sm,Coffee,Drip coffee,72.0
8682,2023-05-12,Ouro Brasileiro shot,Coffee,Barista Espresso,33.0
8683,2023-05-12,Latte Rg,Coffee,Barista Espresso,153.0
8684,2023-05-12,Scottish Cream Scone ,Bakery,Scone,40.5
8685,2023-05-12,Ethiopia Sm,Coffee,Gourmet brewed coffee,70.4
8686,2023-05-12,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
8687,2023-05-12,Ginger Scone,Bakery,Scone,81.2
8688,2023-05-12,Our Old Time Diner Blend Rg,Coffee,Drip coffee,97.5
8689,2023-05-12,Almond Croissant,Bakery,Pastry,60.0
8690,2023-05-12,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,65.0
8691,2023-05-12,Latte,Coffee,Barista Espresso,71.25
8692,2023-05-12,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
8693,2023-05-12,Espresso Roast,Coffee beans,Espresso Beans,59.0
8694,2023-05-13,Chocolate Chip Biscotti,Bakery,Biscotti,63.0
8695,2023-05-13,Peppermint Lg,Tea,Brewed herbal tea,54.0
8696,2023-05-13,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,22.8
8697,2023-05-13,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
8698,2023-05-13,Traditional Blend Chai Rg,Tea,Brewed Chai tea,80.0
8699,2023-05-13,Organic Decaf Blend,Coffee beans,Organic Beans,45.0
8700,2023-05-13,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
8701,2023-05-13,Brazilian Sm,Coffee,Organic brewed coffee,57.2
8702,2023-05-13,Earl Grey Rg,Tea,Brewed Black tea,87.5
8703,2023-05-13,Civet Cat,Coffee beans,Premium Beans,90.0
8704,2023-05-13,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,62.0
8705,2023-05-13,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,152.0
8706,2023-05-13,Lemon Grass,Loose Tea,Herbal tea,8.95
8707,2023-05-13,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,153.0
8708,2023-05-13,Espresso shot,Coffee,Barista Espresso,96.0
8709,2023-05-13,Dark chocolate,Packaged Chocolate,Drinking Chocolate,12.8
8710,2023-05-13,Croissant,Bakery,Pastry,59.5
8711,2023-05-13,Oatmeal Scone,Bakery,Scone,45.0
8712,2023-05-13,Scottish Cream Scone ,Bakery,Scone,90.0
8713,2023-05-13,Our Old Time Diner Blend Lg,Coffee,Drip coffee,96.0
8714,2023-05-13,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
8715,2023-05-13,Peppermint,Loose Tea,Herbal tea,26.85
8716,2023-05-13,Latte Rg,Coffee,Barista Espresso,140.25
8717,2023-05-13,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,95.0
8718,2023-05-13,Jumbo Savory Scone,Bakery,Scone,93.8
8719,2023-05-13,Ginger Scone,Bakery,Scone,28.42
8720,2023-05-13,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,111.6
8721,2023-05-13,I Need My Bean! Latte cup,Branded,Housewares,28.0
8722,2023-05-13,Our Old Time Diner Blend Rg,Coffee,Drip coffee,75.0
8723,2023-05-13,Chocolate Croissant,Bakery,Pastry,138.75
8724,2023-05-13,Ethiopia Sm,Coffee,Gourmet brewed coffee,94.6
8725,2023-05-13,Almond Croissant,Bakery,Pastry,82.5
8726,2023-05-13,Ouro Brasileiro shot,Coffee,Barista Espresso,42.0
8727,2023-05-13,Brazilian - Organic,Coffee beans,Organic Beans,72.0
8728,2023-05-13,Our Old Time Diner Blend Sm,Coffee,Drip coffee,94.0
8729,2023-05-13,Traditional Blend Chai Lg,Tea,Brewed Chai tea,120.0
8730,2023-05-13,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,148.0
8731,2023-05-13,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,94.5
8732,2023-05-13,Traditional Blend Chai,Loose Tea,Chai tea,26.85
8733,2023-05-13,Jamacian Coffee River,Coffee beans,Premium Beans,39.5
8734,2023-05-13,Latte,Coffee,Barista Espresso,131.25
8735,2023-05-13,Peppermint Rg,Tea,Brewed herbal tea,87.5
8736,2023-05-13,Hazelnut Biscotti,Bakery,Biscotti,48.75
8737,2023-05-13,Serenity Green Tea Lg,Tea,Brewed Green tea,96.0
8738,2023-05-13,Serenity Green Tea Rg,Tea,Brewed Green tea,95.0
8739,2023-05-13,English Breakfast Lg,Tea,Brewed Black tea,105.0
8740,2023-05-13,Brazilian Rg,Coffee,Organic brewed coffee,96.0
8741,2023-05-13,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,53.55
8742,2023-05-13,Ethiopia Lg,Coffee,Gourmet brewed coffee,115.5
8743,2023-05-13,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,74.4
8744,2023-05-13,Serenity Green Tea,Loose Tea,Green tea,9.25
8745,2023-05-13,Cranberry Scone,Bakery,Scone,56.84
8746,2023-05-13,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,142.5
8747,2023-05-13,Ethiopia,Coffee beans,Gourmet Beans,42.0
8748,2023-05-13,Chocolate syrup,Flavours,Regular syrup,31.2
8749,2023-05-13,Cappuccino,Coffee,Barista Espresso,138.75
8750,2023-05-13,Ethiopia Rg,Coffee,Gourmet brewed coffee,84.0
8751,2023-05-13,Ginger Biscotti,Bakery,Biscotti,56.94
8752,2023-05-13,English Breakfast Rg,Tea,Brewed Black tea,142.5
8753,2023-05-13,Hazelnut syrup,Flavours,Regular syrup,28.8
8754,2023-05-13,Cappuccino Lg,Coffee,Barista Espresso,131.75
8755,2023-05-13,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
8756,2023-05-13,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,131.25
8757,2023-05-13,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
8758,2023-05-13,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,73.5
8759,2023-05-13,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,117.0
8760,2023-05-13,Lemon Grass Lg,Tea,Brewed herbal tea,87.0
8761,2023-05-13,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,19.2
8762,2023-05-13,Espresso Roast,Coffee beans,Espresso Beans,44.25
8763,2023-05-13,Earl Grey Lg,Tea,Brewed Black tea,87.0
8764,2023-05-13,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,50.0
8765,2023-05-13,Brazilian Lg,Coffee,Organic brewed coffee,112.0
8766,2023-05-13,Earl Grey,Loose Tea,Black tea,17.9
8767,2023-05-13,Morning Sunrise Chai,Loose Tea,Chai tea,28.5
8768,2023-05-13,Carmel syrup,Flavours,Regular syrup,29.6
8769,2023-05-13,Lemon Grass Rg,Tea,Brewed herbal tea,90.0
8770,2023-05-14,Cappuccino Lg,Coffee,Barista Espresso,191.25
8771,2023-05-14,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,88.0
8772,2023-05-14,Oatmeal Scone,Bakery,Scone,48.0
8773,2023-05-14,Chocolate Croissant,Bakery,Pastry,90.0
8774,2023-05-14,Traditional Blend Chai Rg,Tea,Brewed Chai tea,77.5
8775,2023-05-14,Cappuccino,Coffee,Barista Espresso,127.5
8776,2023-05-14,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,49.0
8777,2023-05-14,Columbian Medium Roast,Coffee beans,Gourmet Beans,45.0
8778,2023-05-14,Chocolate syrup,Flavours,Regular syrup,32.0
8779,2023-05-14,Civet Cat,Coffee beans,Premium Beans,90.0
8780,2023-05-14,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,142.5
8781,2023-05-14,Ethiopia Rg,Coffee,Gourmet brewed coffee,96.0
8782,2023-05-14,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,73.5
8783,2023-05-14,Serenity Green Tea Lg,Tea,Brewed Green tea,45.0
8784,2023-05-14,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,47.5
8785,2023-05-14,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,62.0
8786,2023-05-14,I Need My Bean! Diner mug,Branded,Housewares,72.0
8787,2023-05-14,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,38.0
8788,2023-05-14,Lemon Grass,Loose Tea,Herbal tea,26.85
8789,2023-05-14,English Breakfast Rg,Tea,Brewed Black tea,72.5
8790,2023-05-14,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,117.0
8791,2023-05-14,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,64.0
8792,2023-05-14,Jumbo Savory Scone,Bakery,Scone,89.11
8793,2023-05-14,Spicy Eye Opener Chai,Loose Tea,Chai tea,21.9
8794,2023-05-14,Ethiopia,Coffee beans,Gourmet Beans,42.0
8795,2023-05-14,Jamacian Coffee River,Coffee beans,Premium Beans,39.5
8796,2023-05-14,Espresso Roast,Coffee beans,Espresso Beans,29.5
8797,2023-05-14,Brazilian Lg,Coffee,Organic brewed coffee,91.0
8798,2023-05-14,Brazilian - Organic,Coffee beans,Organic Beans,36.0
8799,2023-05-14,Earl Grey Rg,Tea,Brewed Black tea,67.5
8800,2023-05-14,Scottish Cream Scone ,Bakery,Scone,85.5
8801,2023-05-14,Ginger Biscotti,Bakery,Biscotti,56.94
8802,2023-05-14,Traditional Blend Chai Lg,Tea,Brewed Chai tea,81.0
8803,2023-05-14,English Breakfast Lg,Tea,Brewed Black tea,84.0
8804,2023-05-14,Ginger Scone,Bakery,Scone,32.48
8805,2023-05-14,Serenity Green Tea Rg,Tea,Brewed Green tea,42.5
8806,2023-05-14,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,82.5
8807,2023-05-14,Hazelnut Biscotti,Bakery,Biscotti,87.75
8808,2023-05-14,Ethiopia Sm,Coffee,Gourmet brewed coffee,41.8
8809,2023-05-14,I Need My Bean! T-shirt,Branded,Clothing,168.0
8810,2023-05-14,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,72.5
8811,2023-05-14,Lemon Grass Rg,Tea,Brewed herbal tea,75.0
8812,2023-05-14,Almond Croissant,Bakery,Pastry,56.25
8813,2023-05-14,Morning Sunrise Chai,Loose Tea,Chai tea,19.0
8814,2023-05-14,Carmel syrup,Flavours,Regular syrup,23.2
8815,2023-05-14,Latte Rg,Coffee,Barista Espresso,123.25
8816,2023-05-14,Our Old Time Diner Blend,Coffee beans,House blend Beans,54.0
8817,2023-05-14,Guatemalan Sustainably Grown,Coffee beans,Green beans,10.0
8818,2023-05-14,Organic Decaf Blend,Coffee beans,Organic Beans,90.0
8819,2023-05-14,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,35.2
8820,2023-05-14,Chocolate Chip Biscotti,Bakery,Biscotti,56.0
8821,2023-05-14,Earl Grey Lg,Tea,Brewed Black tea,84.0
8822,2023-05-14,Traditional Blend Chai,Loose Tea,Chai tea,35.8
8823,2023-05-14,Latte,Coffee,Barista Espresso,131.25
8824,2023-05-14,Peppermint,Loose Tea,Herbal tea,17.9
8825,2023-05-14,Brazilian Sm,Coffee,Organic brewed coffee,63.8
8826,2023-05-14,Our Old Time Diner Blend Rg,Coffee,Drip coffee,55.0
8827,2023-05-14,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,45.9
8828,2023-05-14,Cranberry Scone,Bakery,Scone,85.26
8829,2023-05-14,Peppermint Lg,Tea,Brewed herbal tea,54.0
8830,2023-05-14,I Need My Bean! Latte cup,Branded,Housewares,70.0
8831,2023-05-14,Our Old Time Diner Blend Lg,Coffee,Drip coffee,60.0
8832,2023-05-14,English Breakfast,Loose Tea,Black tea,53.7
8833,2023-05-14,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,78.0
8834,2023-05-14,Espresso shot,Coffee,Barista Espresso,63.0
8835,2023-05-14,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,71.3
8836,2023-05-14,Brazilian Rg,Coffee,Organic brewed coffee,54.0
8837,2023-05-14,Ouro Brasileiro shot,Coffee,Barista Espresso,45.0
8838,2023-05-14,Croissant,Bakery,Pastry,66.5
8839,2023-05-14,Peppermint Rg,Tea,Brewed herbal tea,62.5
8840,2023-05-14,Our Old Time Diner Blend Sm,Coffee,Drip coffee,44.0
8841,2023-05-14,Lemon Grass Lg,Tea,Brewed herbal tea,87.0
8842,2023-05-14,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,120.0
8843,2023-05-14,Ethiopia Lg,Coffee,Gourmet brewed coffee,63.0
8844,2023-05-14,Chili Mayan,Packaged Chocolate,Drinking Chocolate,66.65
8845,2023-05-14,Hazelnut syrup,Flavours,Regular syrup,26.4
8846,2023-05-15,Guatemalan Sustainably Grown,Coffee beans,Green beans,20.0
8847,2023-05-15,Carmel syrup,Flavours,Regular syrup,16.8
8848,2023-05-15,I Need My Bean! Latte cup,Branded,Housewares,56.0
8849,2023-05-15,Peppermint Lg,Tea,Brewed herbal tea,90.0
8850,2023-05-15,Civet Cat,Coffee beans,Premium Beans,45.0
8851,2023-05-15,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,247.0
8852,2023-05-15,Scottish Cream Scone ,Bakery,Scone,45.0
8853,2023-05-15,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,81.6
8854,2023-05-15,Ouro Brasileiro shot,Coffee,Barista Espresso,81.0
8855,2023-05-15,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
8856,2023-05-15,Earl Grey Lg,Tea,Brewed Black tea,102.0
8857,2023-05-15,Peppermint Rg,Tea,Brewed herbal tea,72.5
8858,2023-05-15,Traditional Blend Chai Lg,Tea,Brewed Chai tea,60.0
8859,2023-05-15,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,38.0
8860,2023-05-15,Our Old Time Diner Blend Sm,Coffee,Drip coffee,42.0
8861,2023-05-15,Serenity Green Tea Rg,Tea,Brewed Green tea,92.5
8862,2023-05-15,Brazilian - Organic,Coffee beans,Organic Beans,36.0
8863,2023-05-15,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,87.5
8864,2023-05-15,English Breakfast,Loose Tea,Black tea,44.75
8865,2023-05-15,Ethiopia Sm,Coffee,Gourmet brewed coffee,44.0
8866,2023-05-15,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,108.75
8867,2023-05-15,Brazilian Sm,Coffee,Organic brewed coffee,61.6
8868,2023-05-15,Brazilian Rg,Coffee,Organic brewed coffee,63.0
8869,2023-05-15,Almond Croissant,Bakery,Pastry,60.0
8870,2023-05-15,Cranberry Scone,Bakery,Scone,56.84
8871,2023-05-15,Lemon Grass,Loose Tea,Herbal tea,26.85
8872,2023-05-15,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,93.0
8873,2023-05-15,Croissant,Bakery,Pastry,56.0
8874,2023-05-15,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
8875,2023-05-15,Oatmeal Scone,Bakery,Scone,42.0
8876,2023-05-15,Serenity Green Tea,Loose Tea,Green tea,9.25
8877,2023-05-15,Ethiopia Rg,Coffee,Gourmet brewed coffee,78.0
8878,2023-05-15,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
8879,2023-05-15,Lemon Grass Rg,Tea,Brewed herbal tea,130.0
8880,2023-05-15,Cappuccino,Coffee,Barista Espresso,112.5
8881,2023-05-15,Our Old Time Diner Blend Lg,Coffee,Drip coffee,135.0
8882,2023-05-15,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,87.5
8883,2023-05-15,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,216.0
8884,2023-05-15,Serenity Green Tea Lg,Tea,Brewed Green tea,66.0
8885,2023-05-15,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
8886,2023-05-15,Traditional Blend Chai,Loose Tea,Chai tea,8.95
8887,2023-05-15,Traditional Blend Chai Rg,Tea,Brewed Chai tea,75.0
8888,2023-05-15,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,28.8
8889,2023-05-15,Chocolate syrup,Flavours,Regular syrup,16.8
8890,2023-05-15,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,111.0
8891,2023-05-15,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,87.5
8892,2023-05-15,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,148.0
8893,2023-05-15,Earl Grey Rg,Tea,Brewed Black tea,90.0
8894,2023-05-15,I Need My Bean! Diner mug,Branded,Housewares,36.0
8895,2023-05-15,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,114.7
8896,2023-05-15,Ethiopia,Coffee beans,Gourmet Beans,84.0
8897,2023-05-15,Latte,Coffee,Barista Espresso,101.25
8898,2023-05-15,Chocolate Chip Biscotti,Bakery,Biscotti,49.0
8899,2023-05-15,English Breakfast Rg,Tea,Brewed Black tea,47.5
8900,2023-05-15,Ginger Scone,Bakery,Scone,85.26
8901,2023-05-15,Peppermint,Loose Tea,Herbal tea,8.95
8902,2023-05-15,Hazelnut Biscotti,Bakery,Biscotti,29.25
8903,2023-05-15,Hazelnut syrup,Flavours,Regular syrup,23.2
8904,2023-05-15,Cappuccino Lg,Coffee,Barista Espresso,97.75
8905,2023-05-15,I Need My Bean! T-shirt,Branded,Clothing,84.0
8906,2023-05-15,Earl Grey,Loose Tea,Black tea,26.85
8907,2023-05-15,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,41.65
8908,2023-05-15,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
8909,2023-05-15,Ginger Biscotti,Bakery,Biscotti,48.18
8910,2023-05-15,Espresso Roast,Coffee beans,Espresso Beans,14.75
8911,2023-05-15,Our Old Time Diner Blend Rg,Coffee,Drip coffee,62.5
8912,2023-05-15,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
8913,2023-05-15,Brazilian Lg,Coffee,Organic brewed coffee,140.0
8914,2023-05-15,Jumbo Savory Scone,Bakery,Scone,75.04
8915,2023-05-15,Ethiopia Lg,Coffee,Gourmet brewed coffee,98.0
8916,2023-05-15,Chocolate Croissant,Bakery,Pastry,63.75
8917,2023-05-15,English Breakfast Lg,Tea,Brewed Black tea,111.0
8918,2023-05-15,Lemon Grass Lg,Tea,Brewed herbal tea,87.0
8919,2023-05-15,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,88.0
8920,2023-05-15,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
8921,2023-05-15,Espresso shot,Coffee,Barista Espresso,108.0
8922,2023-05-15,Primo Espresso Roast,Coffee beans,Espresso Beans,81.8
8923,2023-05-15,Latte Rg,Coffee,Barista Espresso,136.0
8924,2023-05-15,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,123.75
8925,2023-05-16,Ethiopia,Coffee beans,Gourmet Beans,63.0
8926,2023-05-16,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,51.0
8927,2023-05-16,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,166.5
8928,2023-05-16,English Breakfast Rg,Tea,Brewed Black tea,90.0
8929,2023-05-16,Ethiopia Lg,Coffee,Gourmet brewed coffee,129.5
8930,2023-05-16,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,24.8
8931,2023-05-16,Cappuccino,Coffee,Barista Espresso,112.5
8932,2023-05-16,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,80.5
8933,2023-05-16,Traditional Blend Chai,Loose Tea,Chai tea,8.95
8934,2023-05-16,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,90.0
8935,2023-05-16,Scottish Cream Scone ,Bakery,Scone,90.0
8936,2023-05-16,Our Old Time Diner Blend Rg,Coffee,Drip coffee,117.5
8937,2023-05-16,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,77.5
8938,2023-05-16,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,96.0
8939,2023-05-16,Peppermint Lg,Tea,Brewed herbal tea,72.0
8940,2023-05-16,I Need My Bean! Latte cup,Branded,Housewares,56.0
8941,2023-05-16,Oatmeal Scone,Bakery,Scone,27.0
8942,2023-05-16,Lemon Grass Rg,Tea,Brewed herbal tea,72.5
8943,2023-05-16,Brazilian Rg,Coffee,Organic brewed coffee,78.0
8944,2023-05-16,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,107.5
8945,2023-05-16,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,164.0
8946,2023-05-16,Hazelnut syrup,Flavours,Regular syrup,19.2
8947,2023-05-16,Latte Rg,Coffee,Barista Espresso,131.75
8948,2023-05-16,I Need My Bean! Diner mug,Branded,Housewares,24.0
8949,2023-05-16,Ethiopia Rg,Coffee,Gourmet brewed coffee,114.0
8950,2023-05-16,Earl Grey Rg,Tea,Brewed Black tea,102.5
8951,2023-05-16,Brazilian - Organic,Coffee beans,Organic Beans,36.0
8952,2023-05-16,Chocolate syrup,Flavours,Regular syrup,20.8
8953,2023-05-16,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
8954,2023-05-16,English Breakfast,Loose Tea,Black tea,17.9
8955,2023-05-16,Lemon Grass,Loose Tea,Herbal tea,35.8
8956,2023-05-16,Jumbo Savory Scone,Bakery,Scone,98.49
8957,2023-05-16,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
8958,2023-05-16,Cranberry Scone,Bakery,Scone,77.14
8959,2023-05-16,Croissant,Bakery,Pastry,59.5
8960,2023-05-16,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,114.7
8961,2023-05-16,Ouro Brasileiro shot,Coffee,Barista Espresso,72.0
8962,2023-05-16,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,7.6
8963,2023-05-16,Almond Croissant,Bakery,Pastry,60.0
8964,2023-05-16,Lemon Grass Lg,Tea,Brewed herbal tea,75.0
8965,2023-05-16,Traditional Blend Chai Lg,Tea,Brewed Chai tea,93.0
8966,2023-05-16,Carmel syrup,Flavours,Regular syrup,25.6
8967,2023-05-16,Our Old Time Diner Blend Lg,Coffee,Drip coffee,84.0
8968,2023-05-16,Latte,Coffee,Barista Espresso,120.0
